"rgn_id","sciname","popn_trend"
8,"Carcharhinus melanopterus","Decreasing"
6,"Carcharhinus melanopterus","Decreasing"
9,"Carcharhinus melanopterus","Decreasing"
5,"Carcharhinus melanopterus","Decreasing"
4,"Caretta caretta",""
3,"Caretta caretta",""
2,"Caretta caretta",""
1,"Caretta caretta",""
10,"Caretta caretta",""
7,"Caretta caretta",""
11,"Caretta caretta",""
8,"Caretta caretta",""
6,"Caretta caretta",""
9,"Caretta caretta",""
5,"Caretta caretta",""
4,"Cetorhinus maximus","Decreasing"
3,"Cetorhinus maximus","Decreasing"
2,"Cetorhinus maximus","Decreasing"
1,"Cetorhinus maximus","Decreasing"
10,"Cetorhinus maximus","Decreasing"
7,"Cetorhinus maximus","Decreasing"
11,"Cetorhinus maximus","Decreasing"
8,"Cetorhinus maximus","Decreasing"
6,"Cetorhinus maximus","Decreasing"
9,"Cetorhinus maximus","Decreasing"
5,"Cetorhinus maximus","Decreasing"
4,"Cheilinus undulatus","Decreasing"
3,"Cheilinus undulatus","Decreasing"
2,"Cheilinus undulatus","Decreasing"
1,"Cheilinus undulatus","Decreasing"
10,"Cheilinus undulatus","Decreasing"
7,"Cheilinus undulatus","Decreasing"
11,"Cheilinus undulatus","Decreasing"
8,"Cheilinus undulatus","Decreasing"
6,"Cheilinus undulatus","Decreasing"
9,"Cheilinus undulatus","Decreasing"
5,"Cheilinus undulatus","Decreasing"
4,"Chelonia mydas","Decreasing"
3,"Chelonia mydas","Decreasing"
2,"Chelonia mydas","Decreasing"
1,"Chelonia mydas","Decreasing"
10,"Chelonia mydas","Decreasing"
7,"Chelonia mydas","Decreasing"
11,"Chelonia mydas","Decreasing"
8,"Chelonia mydas","Decreasing"
6,"Chelonia mydas","Decreasing"
9,"Chelonia mydas","Decreasing"
5,"Chelonia mydas","Decreasing"
4,"Dermochelys coriacea","Decreasing"
3,"Dermochelys coriacea","Decreasing"
2,"Dermochelys coriacea","Decreasing"
1,"Dermochelys coriacea","Decreasing"
10,"Dermochelys coriacea","Decreasing"
7,"Dermochelys coriacea","Decreasing"
11,"Dermochelys coriacea","Decreasing"
8,"Dermochelys coriacea","Decreasing"
6,"Dermochelys coriacea","Decreasing"
9,"Dermochelys coriacea","Decreasing"
5,"Dermochelys coriacea","Decreasing"
4,"Eretmochelys imbricata","Decreasing"
3,"Eretmochelys imbricata","Decreasing"
2,"Eretmochelys imbricata","Decreasing"
1,"Eretmochelys imbricata","Decreasing"
10,"Eretmochelys imbricata","Decreasing"
7,"Eretmochelys imbricata","Decreasing"
11,"Eretmochelys imbricata","Decreasing"
8,"Eretmochelys imbricata","Decreasing"
6,"Eretmochelys imbricata","Decreasing"
9,"Eretmochelys imbricata","Decreasing"
5,"Eretmochelys imbricata","Decreasing"
4,"Eschrichtius robustus","Stable"
3,"Eschrichtius robustus","Stable"
2,"Eschrichtius robustus","Stable"
1,"Eschrichtius robustus","Stable"
10,"Eschrichtius robustus","Stable"
7,"Eschrichtius robustus","Stable"
11,"Eschrichtius robustus","Stable"
8,"Eschrichtius robustus","Stable"
6,"Eschrichtius robustus","Stable"
9,"Eschrichtius robustus","Stable"
5,"Eschrichtius robustus","Stable"
4,"Isurus oxyrinchus","Decreasing"
3,"Isurus oxyrinchus","Decreasing"
2,"Isurus oxyrinchus","Decreasing"
1,"Isurus oxyrinchus","Decreasing"
10,"Isurus oxyrinchus","Decreasing"
7,"Isurus oxyrinchus","Decreasing"
11,"Isurus oxyrinchus","Decreasing"
8,"Isurus oxyrinchus","Decreasing"
6,"Isurus oxyrinchus","Decreasing"
9,"Isurus oxyrinchus","Decreasing"
5,"Isurus oxyrinchus","Decreasing"
4,"Prionace glauca","Unknown"
3,"Prionace glauca","Unknown"
2,"Prionace glauca","Unknown"
1,"Prionace glauca","Unknown"
10,"Prionace glauca","Unknown"
7,"Prionace glauca","Unknown"
11,"Prionace glauca","Unknown"
8,"Prionace glauca","Unknown"
6,"Prionace glauca","Unknown"
9,"Prionace glauca","Unknown"
5,"Prionace glauca","Unknown"
4,"Rhincodon typus","Decreasing"
3,"Rhincodon typus","Decreasing"
2,"Rhincodon typus","Decreasing"
1,"Rhincodon typus","Decreasing"
10,"Rhincodon typus","Decreasing"
7,"Rhincodon typus","Decreasing"
11,"Rhincodon typus","Decreasing"
8,"Rhincodon typus","Decreasing"
6,"Rhincodon typus","Decreasing"
9,"Rhincodon typus","Decreasing"
5,"Rhincodon typus","Decreasing"
